Ticker,Date,F_1_d_returns_Ind,1_d_returns,5_d_returns,15_d_returns,20_d_returns,Action
AAL,2024-03-25,0,0.3765590245909679,1.5073203737168248,-0.31731238044788573,-0.8381490650682748,0
AAL,2024-03-26,1,-0.04173598771735312,1.9065497990547962,-0.1498191569791586,-1.0736710040204913,1
AAL,2024-03-27,1,1.537125844761898,1.293932115720313,0.04502643762042447,-0.6476925356689256,1
AAL,2024-03-28,1,0.16085002135048437,0.9568268277781913,0.07944397236232824,-0.8019017515417873,1
AAL,2024-04-01,0,0.20057227189028107,0.9932158987579476,0.4196170008796146,-0.7286412523605562,0
AAL,2024-04-02,0,-4.104747584709495,-1.1883591159964861,-0.7440028686208392,-0.8976011961410577,0
AAL,2024-04-03,0,-1.074919747604741,-1.6583645824997342,-0.19711750133106418,-0.9996822036249163,0
AAL,2024-04-04,0,-1.486443113714144,-2.977299522215132,-0.6582547257373714,-1.5157923530873978,0
AAL,2024-04-05,1,-0.35550004561218085,-3.1965748190480494,-0.7331220390656256,-1.6015063080160206,1
AAL,2024-04-08,1,0.5889844809696699,-3.033103953452086,-0.5215862041113608,-1.2644968761646693,1
AAL,2024-04-09,0,0.1812543764871307,-1.083096120052232,-0.6442583684048551,-1.187339139919383,0
AAL,2024-04-10,1,-2.441390679539039,-1.717612785821317,-1.0970433144997458,-1.0664808884739132,1
AAPL,2024-03-01,0,-0.4155662738456218,-0.6278547544082484,-1.22663578804781,-1.0362979808590917,0
AAPL,2024-03-04,0,-1.6151520004330264,-1.1474114307063799,-1.715149941274361,-1.3150499990239832,1
AAPL,2024-03-05,0,-1.8048165040495323,-2.1714686124928684,-2.0320000838547876,-1.8306841675706838,0
AAPL,2024-03-06,0,-0.4061364762789823,-2.150995812318707,-1.9455715710961405,-2.0189147742893008,0
AAPL,2024-03-07,1,-0.08571835517503018,-2.069429802306952,-1.879969050463616,-2.03554869030959,1
AAPL,2024-03-08,1,0.5928433136678539,-1.622330554759425,-1.6908287243641251,-1.828395948744161,1
AAPL,2024-03-11,1,0.6917177593483994,-0.56215342934672,-1.360256752797783,-1.7275487481045846,1
AAPL,2024-03-12,0,0.1305076292452593,0.3641389021435514,-1.246008309723815,-1.5707824713752534,0
AAPL,2024-03-13,1,-0.7932233826061421,0.17725654838557642,-1.5159614902048955,-1.5822288509210636,1
AAPL,2024-03-14,0,0.6356614099262521,0.5215550241556742,-1.5210804003938525,-1.3713939733628555,0
AAPL,2024-03-15,1,-0.1779016579607576,0.1534441251776672,-1.391659809580673,-1.3798286114008662,1
AAPL,2024-03-18,1,0.35329491800245105,-0.005947101074766828,-1.1621852893255438,-1.1777655254312929,1
AAPL,2024-03-19,1,0.8004152617385653,0.3106984254430544,-1.071527487278754,-0.9336257743977194,1
AAPL,2024-03-20,0,0.8701083298872795,1.117365627315224,-0.7107849538291969,-0.7871086056213905,0
AAPL,2024-03-21,1,-2.5745344409980087,-0.44530969397123815,-1.3507928361008372,-1.5150118082166195,1
AAPL,2024-03-22,0,0.28744592405595876,-0.2275623680076572,-1.1623405012124797,-1.3073128819550728,0
AAPL,2024-03-25,0,-0.5562863513918581,-0.6527280811538452,-0.869558172122863,-1.3189550217353379,0
AAPL,2024-03-26,1,-0.4553735610184993,-1.2270472194328617,-0.48869460261476083,-1.518381274836305,1
AAPL,2024-03-27,0,1.2732537792433818,-1.0465588386976536,-0.015086183136630415,-1.142955296259581,0
AAPL,2024-03-28,0,-0.6963045537977788,-0.15125750547553735,-0.19105639506116595,-1.2378659457488514,0
AAPL,2024-04-01,0,-0.5659173061681594,-0.5516115426010015,-0.5181353955183375,-1.2712394966764575,0
AAPL,2024-04-02,1,-0.4756014226405909,-0.5137642634122812,-0.841023775940345,-1.013899683980444,0
AAPL,2024-04-03,0,0.25566116902816416,-0.1803452429533523,-0.8067429982419476,-0.5383216257765248,0
AAPL,2024-04-04,1,-0.34501605906856314,-0.9269880034132489,-0.6818719099367234,-0.5240629513994377,1
AAPL,2024-04-05,0,0.23733268242769948,-0.4937562373912265,-0.7911101553786256,-0.44901440245742164,0
AAPL,2024-04-08,1,-0.45481285507022773,-0.44152718000866936,-0.8675604735057237,-0.6910156058368428,1
AAPL,2024-04-09,0,0.4072312594656008,-0.026376481163223293,-0.8528624833154042,-0.7555288041641811,0
AAPL,2024-04-10,1,-0.7322699754909204,-0.49208004090795643,-1.2679152104533473,-0.9520524313399337,1
ABBV,2024-03-01,0,0.9653364547235185,-0.0354736246200005,-0.03606311211000105,0.4752920172403017,0
ABBV,2024-03-04,1,-0.686214330701169,-0.45760503688415377,-0.14947814614879204,0.21776757152421983,1
ABBV,2024-03-05,1,0.6970427105430634,-0.14225979995650367,0.16631917493073536,0.16652857671582943,1
ABBV,2024-03-06,0,0.6156805469047315,0.3322867323776199,0.334437558398322,0.14792310605795933,1
ABBV,2024-03-07,0,-0.20949670267047982,0.5801656454421465,0.16756998872301107,-0.04048032021924699,0
ABBV,2024-03-08,1,-0.6322286381753401,-0.17981271284316705,-0.22374875067076963,-0.1636233843503882,1
ABBV,2024-03-11,1,0.22861876487295443,0.25576589852917186,-0.23665843228488473,-0.03886240305169258,1
ABBV,2024-03-12,0,0.40344971362431775,0.11702158711455031,0.06577570179882723,0.15540860602432802,0
ABBV,2024-03-13,1,-0.4049387155814476,-0.363662252428446,0.022797417197283548,0.04809123876491779,1
ABBV,2024-03-14,0,0.42010858688192454,-0.06807274116771023,-0.008092846882310626,0.06190750048382988,0
ABBV,2024-03-15,1,-1.17755436683595,-0.328482283529071,-0.4672512150717498,-0.3931778475499401,1
ABBV,2024-03-18,1,0.17085117931290564,-0.35544503025687296,-0.47788542567785397,-0.41726684602062997,1
ABBV,2024-03-19,0,0.36461407070875423,-0.37350385503221256,-0.3814956803001962,-0.17775716374863182,0
ABBV,2024-03-20,1,-1.2114397775136039,-0.753215067906555,-0.6160281098741733,-0.4054748118915028,1
ABBV,2024-03-21,1,0.39083097483141205,-0.7666392425346094,-0.3032199930918736,-0.4373172057696806,1
ABBV,2024-03-22,1,0.29004368044164364,-0.07638343410028263,-0.4915029889040479,-0.4693484227832341,1
ABBV,2024-03-25,1,-0.013945554577616447,-0.16346547914039272,-0.3010802530821476,-0.5210663447299018,1
ABBV,2024-03-26,1,0.1874390963039107,-0.24644938194996227,-0.4437914019037966,-0.4823818164953675,1
ABBV,2024-03-27,1,0.3595746128597179,0.5062944139188916,-0.5150219323306262,-0.3081577022172833,1
ABBV,2024-03-28,0,0.5597772182482839,0.5872036404636113,-0.29909498039379895,-0.0030613752970554313,0
ABBV,2024-04-01,0,-0.4979047513062297,0.20821789320125805,-0.2606597478035529,-0.3494193246296336,0
ABBV,2024-04-02,0,-0.06573853418902877,0.18350101001997607,-0.3439038602000627,-0.20209815746382778,0
ABBV,2024-04-03,0,-1.1944857873775119,-0.4733040237097671,-0.7924034572660693,-0.645747558519771,0
ABBV,2024-04-04,1,-3.3382792380330986,-2.187053906956221,-1.605169162980065,-1.5463350110647296,1
ABBV,2024-04-05,0,0.733619602093871,-2.1115050148090972,-1.5235296146847725,-1.3423941451579156,0
ABBV,2024-04-08,1,-0.11466826731325488,-1.9416238750341843,-1.2380573975220388,-1.2279865223958402,1
ABBV,2024-04-09,0,0.08239152251691913,-1.8760126041527283,-1.2617070268326946,-1.260132087721887,1
ABBV,2024-04-10,0,-0.44616915695832393,-1.5376040657112928,-1.4774889609481203,-1.445945880538658,0
ABNB,2024-03-01,0,0.8440196217767344,1.1812518754982488,0.6156613228581299,0.8035206679518992,0
ABNB,2024-03-04,1,-0.6743791590373489,1.5564480698315424,0.7920742379641149,0.6367364689240727,1
ABNB,2024-03-05,1,0.4445015055780663,1.2269370665122497,0.17969372930309666,0.9503398465038367,1
ABNB,2024-03-06,0,1.7246551357692081,1.8181475213077938,1.0607164243908198,1.430639278971314,0
ABNB,2024-03-07,1,-0.1665737953199463,0.9562804480377872,1.356564990257588,1.0638367402087894,1
ABNB,2024-03-08,0,0.47757690522013274,0.7794315135302092,0.35095127669087406,0.8776671838657565,0
ABNB,2024-03-11,1,-0.7634797469975474,0.7356233684600627,0.750439894269919,1.0052440857974265,1
ABNB,2024-03-12,0,1.3579003333709867,1.1760317200015806,1.7311214976170277,0.7078919904683406,0
ABNB,2024-03-13,1,-0.7521409615175457,-0.01132148087607686,1.3650098785819738,0.834007057330502,1
ABNB,2024-03-14,0,0.590368375617443,0.3481150197568533,0.8077811937932431,1.2758616477406053,0
ABNB,2024-03-15,1,-2.2019646930513064,-0.9265700487004584,0.4639634543234634,-0.22879124277880233,1
ABNB,2024-03-18,0,0.42906329830035084,-0.3725844612218108,1.0226832716485685,0.3853553120858872,0
ABNB,2024-03-19,1,-0.06854823184692217,-1.0255193968195508,0.6680536876638173,0.8288297402468312,1
ABNB,2024-03-20,1,1.0770896657646565,-0.17887695582542074,0.8340991922751205,0.9959138204263452,1
ABNB,2024-03-21,0,1.2642453081952398,0.13544487434247046,0.7381755377430784,0.7011907513677441,0
ABNB,2024-03-22,1,-0.1596849446312957,1.1432290832216405,0.44116202926584963,0.93693695628866,1
ABNB,2024-03-25,0,0.006275113561552574,0.9365663316370373,0.6442689320187107,1.30950096625354,0
ABNB,2024-03-26,0,-0.2631481371875498,0.8413292464921704,0.4345877517834703,0.954926535257695,0
ABNB,2024-03-27,0,-0.4046668484376664,0.13155857332593074,-0.17667324111452778,0.7211386194680249,0
ABNB,2024-03-28,0,-0.5818890992619141,-0.7294353776872027,-0.2954382940929257,0.18723002945165537,0
ABNB,2024-04-01,0,-0.639253791796699,-0.9515688940871229,-0.609398267918834,-0.16903608848349388,0
ABNB,2024-04-02,0,-1.2787476564584586,-1.5405906795209305,-0.7545424709100655,-0.3142819188324639,0
ABNB,2024-04-03,0,-0.3398647656617888,-1.575177460401119,-1.2128889585027187,-0.49758668465171235,0
ABNB,2024-04-04,1,-0.23626054054491313,-1.4991736422701174,-1.0726794854405832,-0.9410096978732314,1
ABNB,2024-04-05,0,1.1017692342441336,-0.7350443473206771,-0.9355221986972401,-0.6545216107958629,0
ABNB,2024-04-08,1,-0.6165435673036532,-0.7244450076247823,-0.4868344395055602,-0.9041247759906409,1
ABNB,2024-04-09,0,0.8826955762195913,0.29534160402929993,-0.3606017203771057,-0.5276799697852039,0
ABNB,2024-04-10,1,-0.948775684487183,0.0023592801184641526,-0.609303737432619,-1.0512127695099873,1
ABT,2024-03-01,1,-0.05218330174647071,-0.3754675770642628,0.5124554854003834,0.021559373978827876,1
ABT,2024-03-04,0,0.7003618306494691,0.1623267535401972,0.8356337454019016,0.5212555576644025,0
ABT,2024-03-05,1,-0.8473533927069578,-0.39514793158863615,0.47444705515056423,0.3834209242934729,1
ABT,2024-03-06,1,0.4082301738219969,-0.3428189183011442,0.805058051216784,0.17681248239427838,1
ABT,2024-03-07,1,0.7789929381584401,0.39150702450375047,0.9307146849327617,0.46974075025226864,1
ABT,2024-03-08,0,-0.021223482366493036,0.406382480840066,0.675477690486425,0.5952894631965783,0
ABT,2024-03-11,1,-0.4363575305289911,-0.13350186280589135,0.49763536433463423,0.5820133819531987,1
ABT,2024-03-12,0,0.2522560948611097,0.3922652888492473,0.16865874253699464,0.5558824788915431,0
ABT,2024-03-13,0,-0.3497402124097804,0.030754710704312724,-0.10824158385432718,0.643547761306439,0
ABT,2024-03-14,0,-0.7175736191252209,-0.6701993055616627,-0.47159166680938647,0.37504767897611063,0
ABT,2024-03-15,0,-1.7942820114378089,-1.4913297026140058,-1.0256742884992889,-0.263796308405177,0
ABT,2024-03-18,1,-1.6788656986739918,-2.054068633905499,-1.3640901736888216,-0.697017282038502,1
ABT,2024-03-19,0,0.35521629472229027,-2.0088831626474835,-1.3571763975697997,-0.9286159256307865,0
ABT,2024-03-20,1,-0.9511171524767547,-2.2758218230951255,-1.687471053095878,-1.2776030033969623,1
ABT,2024-03-21,0,-0.036173543953101635,-1.9745146012732446,-1.4936982388415425,-1.4081587113729988,0
ABT,2024-03-22,0,-0.5643059731356951,-1.4147598478519972,-1.6289943086780934,-1.5713496316767608,0
ABT,2024-03-25,1,-0.3556972483279649,-0.8014735506503199,-1.9023667883629818,-1.5528019965892363,1
ABT,2024-03-26,1,0.7978809594995854,-0.5986372085819818,-1.4730576077373394,-1.4523545018043684,1
ABT,2024-03-27,1,1.059096488524869,0.34885118458038905,-1.3021600294746822,-1.287471454343068,1
ABT,2024-03-28,0,0.05659471232565592,0.393348785635787,-1.492685557978097,-1.1036372007489879,0
ABT,2024-04-01,0,-0.8980312878485449,0.23165578985859506,-1.7242253106191023,-1.2921218675970523,0
ABT,2024-04-02,0,-0.08045109163246003,0.36384244999693244,-1.6309450722299974,-1.4616812393419638,0
ABT,2024-04-03,0,-0.4512455969499197,-0.22766309491315653,-1.8143423421260156,-1.3745853140366449,1
ABT,2024-04-04,1,-0.693506503034917,-1.0377152751565897,-1.9038119937912148,-1.6134999987562433,1
ABT,2024-04-05,0,0.5719204182919341,-0.8024094933713629,-1.5680726554290894,-1.6573515627722903,0
ABT,2024-04-08,1,-0.42081784124413674,-0.5792670070650157,-1.1964236089652442,-1.7427827170679548,1
ABT,2024-04-09,0,1.035204443054545,-0.06045845767973192,-0.44670835341472903,-1.4280912019217347,0
ABT,2024-04-10,1,-0.7419247974886433,-0.19889457059441198,-0.7530779561877289,-1.6433679461122477,0
ACGL,2024-03-01,0,-0.33898615861636644,-0.21018075413837853,0.4816212658107846,0.39365677725223525,0
ACGL,2024-03-04,1,-0.06306966740605849,-0.2168796280983054,0.321455700810901,0.16609158350601894,1
ACGL,2024-03-05,1,0.13611311574990692,-0.11306268283332373,0.4526667697114737,0.14427606782162916,1
ACGL,2024-03-06,0,0.9726508795203667,0.008716130320946291,0.5398034281573927,0.45684680034073993,0
ACGL,2024-03-07,0,-0.8304069384782112,-0.1366515437400725,0.1321593859640069,0.05993565844214747,0
ACGL,2024-03-08,1,-0.09829203762742711,-0.022526696095701317,-0.40484919786358853,0.3463680754719834,1
ACGL,2024-03-11,1,1.8687278171235207,0.8929123024293338,0.4030195584718739,0.6847556025880944,1
ACGL,2024-03-12,1,0.3769839716617929,1.0102371592496016,0.6858793214471111,0.8581623389200695,1
ACGL,2024-03-13,1,0.012810869460035746,0.5471324653474656,0.846893214507154,0.6917459191944808,1
ACGL,2024-03-14,1,-0.02130019849315476,0.9428896536526391,0.6109213514211768,0.5478888852803161,1
ACGL,2024-03-15,0,0.537109741443423,1.2540691423190669,0.46936941279997835,0.24048328058562898,0
ACGL,2024-03-18,1,-0.3655872710082602,0.1826454539045655,0.375661678432165,0.3871655117307023,1
ACGL,2024-03-19,1,0.14138637606407684,0.07101329562635583,0.442140929553944,0.5654023760482355,0
ACGL,2024-03-20,0,0.33696291946955303,0.22492309982435707,0.33279822048140656,0.7813221780536589,0
ACGL,2024-03-21,0,-1.076825667953048,-0.2791436927438403,0.1698760605162349,0.319604233100919,0
ACGL,2024-03-22,1,-0.04857294042714631,-0.5516223593383409,0.2547870757828113,0.06139329171686203,1
ACGL,2024-03-25,0,0.17018598340875157,-0.3010818114924984,0.3230023158062077,0.11431390517023139,0
ACGL,2024-03-26,1,-0.3142552579798794,-0.5142495685708012,0.1912206231627541,0.05853612506688338,1
ACGL,2024-03-27,1,0.5672992400234286,-0.40761399101731965,0.07503385108995089,0.024087383684955988,1
ACGL,2024-03-28,0,0.6088038112461421,0.3938067149517815,0.4969787699622616,0.29978108280684196,0
ACGL,2024-04-01,0,-0.12891841174516433,0.35520189592519996,0.48789727961199597,0.35158781951354506,0
ACGL,2024-04-02,1,-0.5924094851057836,-0.009452109028387409,-0.21907767603096362,0.22118118147267632,1
ACGL,2024-04-03,0,0.4596711941644631,0.35895224039064993,-0.1956942640835514,0.2999579346072852,0
ACGL,2024-04-04,1,-0.8079754677786671,-0.294580262128496,-0.4294790409632485,-0.13004181291741168,1
ACGL,2024-04-05,0,2.551154094646,0.6075514974232984,0.29393859534366673,0.6868636137472091,0
ACGL,2024-04-08,0,-0.27036385004483005,0.5390124430068322,0.05955411538150653,0.6435168960424884,0
ACGL,2024-04-09,1,-2.2250296256912416,-0.256239542990224,-0.4810176283490283,-0.35322283926699866,1
ACGL,2024-04-10,0,0.6174552581307798,-0.18268446338275524,-0.3478839523574393,-0.29711444623903993,0
ACN,2024-03-01,1,0.9854373459411726,0.1141818599930503,0.14475275034673393,-0.10670031861866444,1
ACN,2024-03-04,0,0.4008340960626497,0.31221568719378257,0.1176466589836003,-0.08255800432279009,0
ACN,2024-03-05,1,-1.1451625051000383,-0.24964561314193323,0.0013582806640596102,-0.24390044417888285,1
ACN,2024-03-06,1,0.6079775163785333,0.04640691503212746,0.4185790922535909,0.13912969775960157,1
ACN,2024-03-07,0,0.9479574132554676,0.7756705602651858,0.3013739974689873,0.2981291541336035,0
ACN,2024-03-08,0,-1.4420669678605578,-0.38628116624182063,-0.1343965389595817,-0.11937561716131494,0
ACN,2024-03-11,1,-0.8531617224124844,-0.9688023983846342,-0.2703633733282198,-0.438369163516316,1
ACN,2024-03-12,0,1.1641436960232916,0.10908891962098076,0.3947247754027513,0.01354443255795071,0
ACN,2024-03-13,0,-0.32849841397938034,-0.33190134940243693,0.4129956890549156,0.1337078807500425,0
ACN,2024-03-14,0,-0.12521809507347872,-0.827021616764663,-0.12297037268273324,-0.21752848945366918,0
ACN,2024-03-15,0,-0.6334299943952407,-0.4458406760253028,-0.5722943047091784,-0.37858120217979874,0
ACN,2024-03-18,1,-0.3611279895711372,-0.21306935540290375,-0.6687000509586664,-0.37402161993861954,1
ACN,2024-03-19,1,0.8581799285505536,-0.35432123739785726,-0.43887121939154605,0.1024809852770019,1
ACN,2024-03-20,0,0.3452171988391572,-0.03731064550598482,-0.3356435584661841,0.28163794970221656,0
ACN,2024-03-21,0,-5.811642120375392,-2.7333369551648605,-1.8296209031211412,-1.51884739443271,1
ACN,2024-03-22,0,-1.3946459486821519,-3.063804375361222,-2.435367183670403,-2.0199306981060627,0
ACN,2024-03-25,1,-0.7176648249040672,-3.215994132753635,-2.711845789366787,-2.1659414285179532,1
ACN,2024-03-26,1,0.43552046043767945,-3.3918881036034874,-2.318377896047007,-2.082405811283456,1
ACN,2024-03-27,1,0.7967485431374418,-3.2037067803105983,-2.2715178668097034,-1.9129609487915955,1
ACN,2024-03-28,0,0.9892072896177395,-0.03621197637841254,-2.26130268904509,-1.582102273714718,0
ACN,2024-04-01,0,-1.372376433694058,-0.025432199653603008,-2.2433519187131292,-2.0809534273915427,0
ACN,2024-04-02,0,-0.5370532175699413,0.06106108987639844,-2.162620234556339,-2.273749848763944,0
ACN,2024-04-03,0,-0.8118792325327023,-0.527007038020384,-2.6536963583996585,-2.204554360338593,0
ACN,2024-04-04,1,-0.37941265828756926,-1.0672943637673955,-2.6662503131512496,-2.4049073300038013,1
ACN,2024-04-05,0,0.4328490817432547,-1.3173157415441006,-2.5292123677046363,-2.507225938000847,0
ACN,2024-04-08,1,-0.2651278457147773,-0.8049222621602309,-2.437202172681196,-2.266210370897423,1
ACN,2024-04-09,0,0.45337882224719694,-0.3445604465144892,-2.2334032281035054,-1.9960831723640462,0
ACN,2024-04-10,1,-1.671718689226981,-0.75248147223743,-2.8623384748808505,-2.5758034194624253,1
ADBE,2024-03-01,0,1.1366082865671456,0.7533667887092576,-1.717688779379401,-1.8067330140017872,0
ADBE,2024-03-04,0,-0.3663865322262703,0.21889058469222275,-2.0929992733549283,-2.0161008526143904,0
ADBE,2024-03-05,0,-2.5631158857965564,-0.574584095722283,-2.354458163782045,-2.4571373100178495,0
ADBE,2024-03-06,1,-0.24084836938141546,-0.6322618756864979,-2.148649739526075,-2.019365475153749,1
ADBE,2024-03-07,0,1.4364379045575408,-0.3911314836652363,-1.8475472499796255,-1.8986005991984507,0
ADBE,2024-03-08,1,-0.5267005740021332,-1.1546643621419104,-1.5900616154472986,-2.0006403458767217,1
ADBE,2024-03-11,1,0.9392151660934466,-0.5568930841127986,-0.008191824165828877,-2.0336801236724127,1
ADBE,2024-03-12,0,2.028987894291956,1.6694289474816457,0.750172386299148,-1.2689920062135072,0
ADBE,2024-03-13,0,-0.6400918436379398,1.4687595003364504,0.686532944018713,-1.1772979823063447,0
ADBE,2024-03-14,0,-0.3767910799567794,0.5872041353771833,0.6188600764090506,-1.3141423101964418,0
ADBE,2024-03-15,1,-8.516949856829697,-3.30696214138728,-2.3662673009658306,-2.890841928041001,1
ADBE,2024-03-18,1,2.652104775716272,-2.5975176867110994,-1.8958025612445917,-1.3634979288216045,1
ADBE,2024-03-19,0,0.8425432153279707,-3.093698998712743,-1.4336790437006242,-1.0497112672891464,0
ADBE,2024-03-20,0,-0.285564462883483,-2.941851981101907,-1.4784453632664658,-1.0173092136567545,0
ADBE,2024-03-21,0,-0.9838913594791772,-3.202262802188472,-1.971257789783253,-1.2043438249873788,0
ADBE,2024-03-22,1,-1.464046179344811,0.24887263561906078,-2.6257257554669255,-1.9030585224623735,1
ADBE,2024-03-25,1,0.9150878093140077,-0.5470004439285777,-2.308976498135277,-1.8681814745490266,1
ADBE,2024-03-26,0,0.0034829416606488948,-0.931887855590171,-1.6374715693848116,-1.6698451369166067,0
ADBE,2024-03-27,1,-0.4325402039642346,-0.9996230614551725,-1.6878226368677738,-1.7373657673635212,1
ADBE,2024-03-28,0,-0.017154359067098206,-0.5500691555816203,-2.058389802366452,-1.9311981944107617,0
ADBE,2024-04-01,0,-0.35009552399591426,-0.01968319983308881,-2.0129945397247107,-2.23677669522369,0
ADBE,2024-04-02,0,-0.39731889762517136,-0.6320008119087681,-2.3495086393545987,-2.243136242346004,0
ADBE,2024-04-03,0,-0.31492612813624654,-0.7795982308982915,-2.917310290258005,-1.7640858761279923,0
ADBE,2024-04-04,0,-1.276546602779231,-1.1715814587722437,-3.072304929099731,-1.9845106945191726,0
ADBE,2024-04-05,0,-0.29498813535970236,-1.2979958465017527,-3.0526743255189714,-2.3372541037169334,0
ADBE,2024-04-08,1,-0.1490749621671385,-1.2064497624166808,-0.7360869881026793,-2.260030608991694,1
ADBE,2024-04-09,0,1.01687799020789,-0.5598212899152823,-1.1691838155234369,-2.244423227445687,0
ADBE,2024-04-10,0,-0.7125544803655178,-0.745556483774353,-1.5822001153885894,-2.7866683460582102,0
ADI,2024-03-01,0,1.360832234954389,0.759835220596661,-0.2581830640827554,-0.18689743238890272,0
ADI,2024-03-04,0,-0.22589168440847537,0.8452102002597783,-0.39692642997639643,-0.23753077615467882,0
ADI,2024-03-05,1,-1.589442701893287,0.08101499390378746,-0.7479707970150367,-0.6381668678875119,1
ADI,2024-03-06,1,0.5788227009733652,0.5836910925850798,0.29974018404751046,-0.278619956310488,1
ADI,2024-03-07,0,2.0731431466970376,0.9501942270446295,0.7551907619996153,0.04252676824093499,0
ADI,2024-03-08,1,-0.7609645088995253,-0.06525438319385059,0.41937661198109777,-0.29023535440401355,0
ADI,2024-03-11,1,0.6764451380276445,0.36284709060272297,0.5624478017777906,-0.19362958177285128,1
ADI,2024-03-12,0,0.2678882093260333,1.2770662493362208,0.5410590376535783,-0.04614504846419713,0
ADI,2024-03-13,0,-0.22845225468290936,0.8816810606957298,0.07631626451727352,0.6603528834081233,0
